,current_status,geometry,route_id,vehicle_id,latitude,longitude,bearing,timestamp,speed,time
334,STOPPED_AT,POINT (-118.25153350830078 34.045413970947266),4-13167,9576,34.045413970947266,-118.25153350830078,215.0,1678708857.0,15.065248489379885,2023-03-13 05:00:57-07:00
335,STOPPED_AT,POINT (-118.24654388427734 34.06266784667969),4-13167,9583,34.06266784667969,-118.24654388427734,135.498046875,1678708858.0,0.134112000465393,2023-03-13 05:00:58-07:00
336,STOPPED_AT,POINT (-118.2309341430664 34.05734634399414),4-13167,8730,34.05734634399414,-118.2309341430664,,1678708858.0,,2023-03-13 05:00:58-07:00
337,IN_TRANSIT_TO,POINT (-118.34822082519531 34.090694427490234),4-13167,8723,34.090694427490234,-118.34822082519533,90.44161224365234,1678708859.0,12.383008003234863,2023-03-13 05:00:59-07:00
338,STOPPED_AT,POINT (-118.43106842041016 34.031707763671875),4-13167,8729,34.031707763671875,-118.43106842041016,263.0,1678708856.0,26.241247177124023,2023-03-13 05:00:56-07:00
339,IN_TRANSIT_TO,POINT (-118.43434143066406 34.05038833618164),4-13167,8809,34.05038833618164,-118.43434143066406,58.078590393066406,1678708540.0,13.858240127563477,2023-03-13 04:55:40-07:00
340,IN_TRANSIT_TO,POINT (-118.48131561279297 34.02760696411133),4-13167,8804,34.02760696411133,-118.48131561279295,45.7503547668457,1678708860.0,5.766815662384033,2023-03-13 05:01:00-07:00
341,STOPPED_AT,POINT (-118.37622833251953 34.052345275878906),4-13167,8832,34.052345275878906,-118.37622833251952,180.0,1678708858.0,13.724127769470217,2023-03-13 05:00:58-07:00
342,STOPPED_AT,POINT (-118.30957794189453 34.090843200683594),4-13167,8834,34.090843200683594,-118.30957794189452,269.6949462890625,1678708858.0,0.6705600023269653,2023-03-13 05:00:58-07:00
343,IN_TRANSIT_TO,POINT (-118.41022491455078 34.06721878051758),4-13167,9525,34.06721878051758,-118.41022491455078,230.2115020751953,1678708859.0,,2023-03-13 05:00:59-07:00
344,IN_TRANSIT_TO,POINT (-118.25419616699219 34.04428482055664),4-13167,9540,34.04428482055664,-118.2541961669922,37.4177131652832,1678708790.0,2.2351999282836914,2023-03-13 04:59:50-07:00
345,STOPPED_AT,POINT (-118.25153350830078 34.045413970947266),4-13167,9576,34.045413970947266,-118.25153350830078,215.0,1678708857.0,15.065248489379885,2023-03-13 05:00:57-07:00
346,STOPPED_AT,POINT (-118.24654388427734 34.06266784667969),4-13167,9583,34.06266784667969,-118.24654388427734,135.498046875,1678708858.0,0.134112000465393,2023-03-13 05:00:58-07:00
347,STOPPED_AT,POINT (-118.2309341430664 34.05734634399414),4-13167,8730,34.05734634399414,-118.2309341430664,,1678708858.0,,2023-03-13 05:00:58-07:00
348,IN_TRANSIT_TO,POINT (-118.34822082519531 34.090694427490234),4-13167,8723,34.090694427490234,-118.34822082519533,90.44161224365234,1678708859.0,12.383008003234863,2023-03-13 05:00:59-07:00
349,STOPPED_AT,POINT (-118.43106842041016 34.031707763671875),4-13167,8729,34.031707763671875,-118.43106842041016,263.0,1678708856.0,26.241247177124023,2023-03-13 05:00:56-07:00
350,IN_TRANSIT_TO,POINT (-118.43434143066406 34.05038833618164),4-13167,8809,34.05038833618164,-118.43434143066406,58.078590393066406,1678708540.0,13.858240127563477,2023-03-13 04:55:40-07:00
351,IN_TRANSIT_TO,POINT (-118.48131561279297 34.02760696411133),4-13167,8804,34.02760696411133,-118.48131561279295,45.7503547668457,1678708860.0,5.766815662384033,2023-03-13 05:01:00-07:00
352,STOPPED_AT,POINT (-118.37622833251953 34.052345275878906),4-13167,8832,34.052345275878906,-118.37622833251952,180.0,1678708858.0,13.724127769470217,2023-03-13 05:00:58-07:00
353,STOPPED_AT,POINT (-118.30957794189453 34.090843200683594),4-13167,8834,34.090843200683594,-118.30957794189452,269.6949462890625,1678708858.0,0.6705600023269653,2023-03-13 05:00:58-07:00
354,IN_TRANSIT_TO,POINT (-118.41022491455078 34.06721878051758),4-13167,9525,34.06721878051758,-118.41022491455078,230.2115020751953,1678708859.0,,2023-03-13 05:00:59-07:00
355,IN_TRANSIT_TO,POINT (-118.25419616699219 34.04428482055664),4-13167,9540,34.04428482055664,-118.2541961669922,37.4177131652832,1678708790.0,2.2351999282836914,2023-03-13 04:59:50-07:00
356,STOPPED_AT,POINT (-118.25153350830078 34.045413970947266),4-13167,9576,34.045413970947266,-118.25153350830078,215.0,1678708857.0,15.065248489379885,2023-03-13 05:00:57-07:00
357,STOPPED_AT,POINT (-118.24654388427734 34.06266784667969),4-13167,9583,34.06266784667969,-118.24654388427734,135.498046875,1678708858.0,0.134112000465393,2023-03-13 05:00:58-07:00
358,STOPPED_AT,POINT (-118.2309341430664 34.05734634399414),4-13167,8730,34.05734634399414,-118.2309341430664,,1678708858.0,,2023-03-13 05:00:58-07:00
359,IN_TRANSIT_TO,POINT (-118.34822082519531 34.090694427490234),4-13167,8723,34.090694427490234,-118.34822082519533,90.44161224365234,1678708859.0,12.383008003234863,2023-03-13 05:00:59-07:00
