Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_PLACE,Geo_CSA,SE_T004_019,SE_T004_001,SE_T004_003,SE_T004_005,SE_T004_007,SE_T004_009,SE_T004_011,SE_T004_013,SE_T004_015,SE_T004_017,SE_T005_019,SE_T005_001,SE_T005_003,SE_T005_005,SE_T005_007,SE_T005_009,SE_T005_011,SE_T005_013,SE_T005_015,SE_T005_017,SE_T006_019,SE_T006_001,SE_T006_003,SE_T006_005,SE_T006_007,SE_T006_009,SE_T006_011,SE_T006_013,SE_T006_015,SE_T006_017,SE_T017_020,SE_T017_002,SE_T017_004,SE_T017_006,SE_T017_008,SE_T017_010,SE_T017_012,SE_T017_014,SE_T017_016,SE_T017_018
"06037214503","Census Tract 2145.03","Census Tract 2145.03, Los Angeles County, California","00","06","037",,"214503",,,3495,3161,1452,214,7,1240,3,33,212,334,3325,3116,1313,163,3,1526,4,10,97,209,170,45,139,51,4,-286,-1,23,115,125,5.11278195488722,1.44415917843389,10.5864432597106,31.2883435582822,133.333333333333,-18.7418086500655,-25,230,118.556701030928,59.8086124401914
"06037214504","Census Tract 2145.04","Census Tract 2145.04, Los Angeles County, California","00","06","037",,"214504",,,3871,3478,1529,258,8,1454,0,38,191,393,3838,3629,1394,235,1,1875,4,6,114,209,33,-151,135,23,7,-421,-4,32,77,184,0.859822824387702,-4.16092587489667,9.68436154949785,9.78723404255319,700,-22.4533333333333,-100,533.333333333333,67.5438596491228,88.0382775119617
"06037214505","Census Tract 2145.05","Census Tract 2145.05, Los Angeles County, California","00","06","037",,"214505",,,1817,1605,970,139,2,357,2,13,122,212,1690,1537,994,98,2,390,4,5,44,153,127,68,-24,41,0,-33,-2,8,78,59,7.51479289940828,4.4242029928432,-2.41448692152917,41.8367346938776,0,-8.46153846153846,-50,160,177.272727272727,38.562091503268
"06037214600","Census Tract 2146","Census Tract 2146, Los Angeles County, California","00","06","037",,"214600",,,2600,2335,1874,89,5,212,3,8,144,265,2411,2236,1886,91,2,193,2,2,60,175,189,99,-12,-2,3,19,1,6,84,90,7.83907092492742,4.42754919499106,-0.63626723223754,-2.1978021978022,150,9.84455958549223,50,300,140,51.4285714285714
"06037214700","Census Tract 2147","Census Tract 2147, Los Angeles County, California","00","06","037",,"214700",,,2731,2426,1900,139,9,225,5,20,128,305,2512,2278,1984,71,3,150,1,3,66,234,219,148,-84,68,6,75,4,17,62,71,8.71815286624204,6.49692712906058,-4.23387096774194,95.7746478873239,200,50,400,566.666666666667,93.9393939393939,30.3418803418803
"06037214800","Census Tract 2148","Census Tract 2148, Los Angeles County, California","00","06","037",,"214800",,,2843,2564,2080,129,5,173,5,33,139,279,2574.23503316393,2393.10754586958,2126.74898785425,79.0517917133259,6,114.266926522526,2,2,63.0398397794814,181.127487294341,268.764966836075,170.892454130416,-46.748987854251,49.9482082866741,-1,58.7330734774744,3,31,75.9601602205186,97.8725127056594,10.4405760691456,7.14102692231156,-2.19814318103509,63.1841571255042,-16.6666666666667,51.3998890710482,150,1550,120.495484262386,54.035151797039
"06037214902","Census Tract 2149.02","Census Tract 2149.02, Los Angeles County, California","00","06","037",,"214902",,,2668,2431,1853,95,4,337,2,12,128,237,2586,2400,1928,78,1,303,0,4,86,186,82,31,-75,17,3,34,2,8,42,51,3.17092034029389,1.29166666666667,-3.89004149377593,21.7948717948718,300,11.2211221122112,,200,48.8372093023256,27.4193548387097
"06037214903","Census Tract 2149.03","Census Tract 2149.03, Los Angeles County, California","00","06","037",,"214903",,,1542,1438,1167,43,0,122,1,16,89,104,1439,1378,1173,31,1,88,3,5,77,61,103,60,-6,12,-1,34,-2,11,12,43,7.15774843641418,4.35413642960813,-0.51150895140665,38.7096774193548,-100,38.6363636363636,-66.6666666666667,220,15.5844155844156,70.4918032786885
"06037214904","Census Tract 2149.04","Census Tract 2149.04, Los Angeles County, California","00","06","037",,"214904",,,1696,1542,1235,59,0,159,1,4,84,154,1644,1549,1255,57,3,151,1,11,71,95,52,-7,-20,2,-3,8,0,-7,13,59,3.16301703163017,-0.451904454486766,-1.59362549800797,3.50877192982456,-100,5.29801324503311,0,-63.6363636363636,18.3098591549296,62.1052631578947
"06037215101","Census Tract 2151.01","Census Tract 2151.01, Los Angeles County, California","00","06","037",,"215101",,,2614,2203,1359,211,3,412,1,21,196,411,2477,2128,1350,248,5,429,1,16,79,349,137,75,9,-37,-2,-17,0,5,117,62,5.53088413403311,3.52443609022556,0.666666666666667,-14.9193548387097,-40,-3.96270396270396,0,31.25,148.101265822785,17.7650429799427
"06037215102","Census Tract 2151.02","Census Tract 2151.02, Los Angeles County, California","00","06","037",,"215102",,,3123,2707,1897,206,6,356,5,35,202,416,3110,2755,1974,209,6,450,1,10,105,355,13,-48,-77,-3,0,-94,4,25,97,61,0.418006430868167,-1.74228675136116,-3.90070921985816,-1.43540669856459,0,-20.8888888888889,400,250,92.3809523809524,17.1830985915493
"06037216100","Census Tract 2161","Census Tract 2161, Los Angeles County, California","00","06","037",,"216100",,,2465,2120,1110,364,1,470,0,17,158,345,2289,1997,1001,476,3,398,3,9,107,292,176,123,109,-112,-2,72,-3,8,51,53,7.68894713848842,6.15923885828743,10.8891108891109,-23.5294117647059,-66.6666666666667,18.0904522613065,-100,88.8888888888889,47.6635514018692,18.1506849315068
"06037216201","Census Tract 2162.01","Census Tract 2162.01, Los Angeles County, California","00","06","037",,"216201",,,2701,2404,1462,235,2,529,4,31,141,297,2139,1864,1041,250,3,485,2,16,67,275,562,540,421,-15,-1,44,2,15,74,22,26.2739597942964,28.9699570815451,40.4418828049952,-6,-33.3333333333333,9.07216494845361,100,93.75,110.44776119403,8
"06037216202","Census Tract 2162.02","Census Tract 2162.02, Los Angeles County, California","00","06","037",,"216202",,,2838,2344,1074,611,3,394,2,47,213,494,2772,2307,865,961,11,347,5,11,107,465,66,37,209,-350,-8,47,-3,36,106,29,2.38095238095238,1.60381447767664,24.1618497109827,-36.420395421436,-72.7272727272727,13.5446685878963,-60,327.272727272727,99.0654205607477,6.23655913978495
"06037216301","Census Tract 2163.01","Census Tract 2163.01, Los Angeles County, California","00","06","037",,"216301",,,1374,1201,947,56,0,114,0,9,75,173,1363,1268,1044,55,1,123,0,9,36,95,11,-67,-97,1,-1,-9,0,0,39,78,0.807043286867205,-5.28391167192429,-9.2911877394636,1.81818181818182,-100,-7.31707317073171,,0,108.333333333333,82.1052631578947
"06037216302","Census Tract 2163.02","Census Tract 2163.02, Los Angeles County, California","00","06","037",,"216302",,,3551,3105,1929,400,1,543,2,26,204,446,3163,2835,1735,418,9,541,2,11,119,328,388,270,194,-18,-8,2,0,15,85,118,12.2668352829592,9.52380952380952,11.1815561959654,-4.30622009569378,-88.8888888888889,0.369685767097967,0,136.363636363636,71.4285714285714,35.9756097560976
"06037216401","Census Tract 2164.01","Census Tract 2164.01, Los Angeles County, California","00","06","037",,"216401",,,4165,3697,2833,149,4,345,0,99,267,468,4189,3866,3079,192,16,326,1,24,228,323,-24,-169,-246,-43,-12,19,-1,75,39,145,-0.572929100023872,-4.37144335230212,-7.9896070152647,-22.3958333333333,-75,5.8282208588957,-100,312.5,17.1052631578947,44.8916408668731
"06037216402","Census Tract 2164.02","Census Tract 2164.02, Los Angeles County, California","00","06","037",,"216402",,,2644,2411,1872,96,8,227,1,23,184,233,2615,2475,2035,83,7,173,2,5,170,140,29,-64,-163,13,1,54,-1,18,14,93,1.10898661567878,-2.58585858585859,-8.00982800982801,15.6626506024096,14.2857142857143,31.2138728323699,-50,360,8.23529411764706,66.4285714285714
"06037216700","Census Tract 2167","Census Tract 2167, Los Angeles County, California","00","06","037",,"216700",,,3938,3046,1535,871,15,354,4,55,212,892,3709,2962,1173,1269,11,312,3,31,163,747,229,84,362,-398,4,42,1,24,49,145,6.17417093556215,2.83592167454423,30.8610400682012,-31.3632781717888,36.3636363636364,13.4615384615385,33.3333333333333,77.4193548387097,30.0613496932515,19.4109772423025
"06037216800","Census Tract 2168","Census Tract 2168, Los Angeles County, California","00","06","037",,"216800",,,3566,2957,2115,277,8,274,6,76,201,609,3289,2692,2091,288,4,197,1,22,89,597,277,265,24,-11,4,77,5,54,112,12,8.42201276983884,9.84398216939079,1.14777618364419,-3.81944444444444,100,39.0862944162437,500,245.454545454545,125.842696629213,2.01005025125628
"06037216901","Census Tract 2169.01","Census Tract 2169.01, Los Angeles County, California","00","06","037",,"216901",,,2888,2286,1036,814,0,203,0,35,198,602,2664,2116,705,1141,6,138,4,17,105,548,224,170,331,-327,-6,65,-4,18,93,54,8.40840840840841,8.03402646502836,46.9503546099291,-28.6590709903593,-100,47.1014492753623,-100,105.882352941176,88.5714285714286,9.85401459854015
"06037216902","Census Tract 2169.02","Census Tract 2169.02, Los Angeles County, California","00","06","037",,"216902",,,2331,1879,1067,434,5,196,4,35,138,452,2396,1945,1064,592,10,164,1,21,93,451,-65,-66,3,-158,-5,32,3,14,45,1,-2.71285475792988,-3.39331619537275,0.281954887218045,-26.6891891891892,-50,19.5121951219512,300,66.6666666666667,48.3870967741936,0.221729490022173
"06037217001","Census Tract 2170.01","Census Tract 2170.01, Los Angeles County, California","00","06","037",,"217001",,,2863,2706,2315,48,4,127,0,45,167,157,2654,2472,2212,80,2,71,1,13,93,182,209,234,103,-32,2,56,-1,32,74,-25,7.87490580256217,9.46601941747573,4.65641952983725,-40,100,78.8732394366197,-100,246.153846153846,79.5698924731183,-13.7362637362637
"06037217002","Census Tract 2170.02","Census Tract 2170.02, Los Angeles County, California","00","06","037",,"217002",,,5084,4452,3254,315,2,448,3,109,321,632,4977,4436,3299,478,5,421,4,36,193,541,107,16,-45,-163,-3,27,-1,73,128,91,2.14988949166164,0.36068530207394,-1.36404971203395,-34.1004184100418,-60,6.41330166270784,-25,202.777777777778,66.3212435233161,16.8207024029575
"06037217101","Census Tract 2171.01","Census Tract 2171.01, Los Angeles County, California","00","06","037",,"217101",,,2520,1192,442,465,1,146,1,22,115,1328,2515,1118,280,661,7,95,1,23,51,1397,5,74,162,-196,-6,51,0,-1,64,-69,0.198807157057654,6.61896243291592,57.8571428571429,-29.6520423600605,-85.7142857142857,53.6842105263158,0,-4.34782608695652,125.490196078431,-4.93915533285612
"06037217102","Census Tract 2171.02","Census Tract 2171.02, Los Angeles County, California","00","06","037",,"217102",,,2930,2301,1095,745,5,187,3,44,222,629,2859,2220,795,1122,13,148,2,21,119,639,71,81,300,-377,-8,39,1,23,103,-10,2.4833857992305,3.64864864864865,37.7358490566038,-33.6007130124777,-61.5384615384615,26.3513513513513,50,109.52380952381,86.5546218487395,-1.56494522691706
"06037217200","Census Tract 2172","Census Tract 2172, Los Angeles County, California","00","06","037",,"217200",,,3887,2423,1044,765,8,350,2,26,228,1464,3905,2306,675,1151,4,322,2,16,136,1599,-18,117,369,-386,4,28,0,10,92,-135,-0.460947503201024,5.07372072853426,54.6666666666667,-33.5360556038228,100,8.69565217391304,0,62.5,67.6470588235294,-8.44277673545966
"06037218110","Census Tract 2181.10","Census Tract 2181.10, Los Angeles County, California","00","06","037",,"218110",,,3120,1578,265,618,5,560,1,31,98,1542,3453,1568,195,802,5,499,0,11,56,1885,-333,10,70,-184,0,61,1,20,42,-343,-9.64378801042572,0.637755102040816,35.8974358974359,-22.9426433915212,0,12.2244488977956,,181.818181818182,75,-18.1962864721485
"06037218120","Census Tract 2181.20","Census Tract 2181.20, Los Angeles County, California","00","06","037",,"218120",,,4250,1337,201,335,3,699,4,38,57,2913,4530,1403,102,503,7,697,4,43,47,3127,-280,-66,99,-168,-4,2,0,-5,10,-214,-6.18101545253863,-4.70420527441197,97.0588235294118,-33.3996023856859,-57.1428571428571,0.286944045911047,0,-11.6279069767442,21.2765957446809,-6.84362008314679
"06037218210","Census Tract 2182.10","Census Tract 2182.10, Los Angeles County, California","00","06","037",,"218210",,,3951,1099,303,477,14,169,2,51,83,2852,4457,1275,144,1002,2,40,6,28,53,3182,-506,-176,159,-525,12,129,-4,23,30,-330,-11.3529279784608,-13.8039215686275,110.416666666667,-52.3952095808383,600,322.5,-66.6666666666667,82.1428571428571,56.6037735849057,-10.3708359522313
"06037218220","Census Tract 2182.20","Census Tract 2182.20, Los Angeles County, California","00","06","037",,"218220",,,4123,1998,557,945,1,299,4,34,158,2125,4358,2087,298,1450,5,207,0,25,102,2271,-235,-89,259,-505,-4,92,4,9,56,-146,-5.39238182652593,-4.26449448969813,86.9127516778524,-34.8275862068965,-80,44.4444444444444,,36,54.9019607843137,-6.42888595332453
"06037218300","Census Tract 2183","Census Tract 2183, Los Angeles County, California","00","06","037",,"218300",,,5206,2672,741,1288,20,331,5,67,220,2534,5520,2608,374,1860,12,185,4,26,147,2912,-314,64,367,-572,8,146,1,41,73,-378,-5.68840579710145,2.45398773006135,98.1283422459893,-30.752688172043,66.6666666666667,78.9189189189189,25,157.692307692308,49.6598639455783,-12.9807692307692
"06037218400","Census Tract 2184","Census Tract 2184, Los Angeles County, California","00","06","037",,"218400",,,4364,1574,436,806,5,114,3,66,144,2790,4714,1602,194,1248,6,48,9,37,60,3112,-350,-28,242,-442,-1,66,-6,29,84,-322,-7.42469240560034,-1.7478152309613,124.742268041237,-35.4166666666667,-16.6666666666667,137.5,-66.6666666666667,78.3783783783784,140,-10.3470437017995
"06037218500","Census Tract 2185","Census Tract 2185, Los Angeles County, California","00","06","037",,"218500",,,2810,1293,347,705,6,136,2,19,78,1517,2869,1313,153,992,2,76,3,17,70,1556,-59,-20,194,-287,4,60,-1,2,8,-39,-2.05646566747996,-1.52322924600152,126.797385620915,-28.9314516129032,200,78.9473684210526,-33.3333333333333,11.7647058823529,11.4285714285714,-2.50642673521851
"06037218600","Census Tract 2186","Census Tract 2186, Los Angeles County, California","00","06","037",,"218600",,,2820,1301,325,670,6,152,0,32,116,1519,3142,1486,186,1137,6,69,1,8,79,1656,-322,-185,139,-467,0,83,-1,24,37,-137,-10.2482495225971,-12.4495289367429,74.7311827956989,-41.0729991204925,0,120.289855072464,-100,300,46.8354430379747,-8.27294685990338
"06037218701","Census Tract 2187.01","Census Tract 2187.01, Los Angeles County, California","00","06","037",,"218701",,,2455,1396,224,765,13,265,1,25,103,1059,2430,1401,121,1014,9,170,7,12,68,1029,25,-5,103,-249,4,95,-6,13,35,30,1.02880658436214,-0.356887937187723,85.1239669421488,-24.5562130177515,44.4444444444444,55.8823529411765,-85.7142857142857,108.333333333333,51.4705882352941,2.91545189504373
"06037218702","Census Tract 2187.02","Census Tract 2187.02, Los Angeles County, California","00","06","037",,"218702",,,2199,926,175,576,4,89,0,21,61,1273,2176,1006,75,821,2,59,0,12,37,1170,23,-80,100,-245,2,30,0,9,24,103,1.05698529411765,-7.95228628230616,133.333333333333,-29.8416565164434,100,50.8474576271186,,75,64.8648648648649,8.8034188034188
"06037218800","Census Tract 2188","Census Tract 2188, Los Angeles County, California","00","06","037",,"218800",,,2633,994,130,493,4,289,0,5,73,1639,2658,1001,73,667,4,218,0,6,33,1657,-25,-7,57,-174,0,71,0,-1,40,-18,-0.940556809631302,-0.699300699300699,78.0821917808219,-26.0869565217391,0,32.5688073394495,,-16.6666666666667,121.212121212121,-1.08630054315027
"06037218900","Census Tract 2189","Census Tract 2189, Los Angeles County, California","00","06","037",,"218900",,,5329,2622,502,1653,8,204,1,47,207,2707,5464,2733,281,2142,9,155,9,34,103,2731,-135,-111,221,-489,-1,49,-8,13,104,-24,-2.47071742313324,-4.06147091108672,78.6476868327402,-22.8291316526611,-11.1111111111111,31.6129032258064,-88.8888888888889,38.2352941176471,100.970873786408,-0.87879897473453
"06037219010","Census Tract 2190.10","Census Tract 2190.10, Los Angeles County, California","00","06","037",,"219010",,,2749,977,204,526,0,117,9,28,93,1772,2814,966,74,756,0,75,3,14,44,1848,-65,11,130,-230,0,42,6,14,49,-76,-2.30987917555082,1.13871635610766,175.675675675676,-30.4232804232804,,56,200,100,111.363636363636,-4.11255411255411
"06037219020","Census Tract 2190.20","Census Tract 2190.20, Los Angeles County, California","00","06","037",,"219020",,,4590,1638,326,903,7,187,4,39,172,2952,4798,1696,135,1328,15,123,3,32,60,3102,-208,-58,191,-425,-8,64,1,7,112,-150,-4.3351396415173,-3.41981132075472,141.481481481481,-32.0030120481928,-53.3333333333333,52.0325203252033,33.3333333333333,21.875,186.666666666667,-4.83558994197292
"06037219300","Census Tract 2193","Census Tract 2193, Los Angeles County, California","00","06","037",,"219300",,,3757,1566,272,921,8,187,2,52,124,2191,3700,1628,93,1246,13,178,1,22,75,2072,57,-62,179,-325,-5,9,1,30,49,119,1.54054054054054,-3.80835380835381,192.47311827957,-26.0834670947031,-38.4615384615385,5.0561797752809,100,136.363636363636,65.3333333333333,5.74324324324324
"06037219500","Census Tract 2195","Census Tract 2195, Los Angeles County, California","00","06","037",,"219500",,,1783,1377,173,800,3,255,7,26,113,406,1737,1400,63,948,4,326,2,9,48,337,46,-23,110,-148,-1,-71,5,17,65,69,2.6482440990213,-1.64285714285714,174.603174603175,-15.6118143459916,-25,-21.7791411042945,250,188.888888888889,135.416666666667,20.4747774480712
"06037219700","Census Tract 2197","Census Tract 2197, Los Angeles County, California","00","06","037",,"219700",,,4186,1563,380,887,6,114,0,30,146,2623,4306,1562,132,1279,22,50,0,22,57,2744,-120,1,248,-392,-16,64,0,8,89,-121,-2.78680910357641,0.0640204865556978,187.878787878788,-30.6489444878812,-72.7272727272727,128,,36.3636363636364,156.140350877193,-4.40962099125364
"06037219800","Census Tract 2198","Census Tract 2198, Los Angeles County, California","00","06","037",,"219800",,,2931,870,206,481,8,82,0,20,73,2061,3310,851,48,712,8,36,1,12,34,2459,-379,19,158,-231,0,46,-1,8,39,-398,-11.4501510574018,2.23266745005875,329.166666666667,-32.4438202247191,0,127.777777777778,-100,66.6666666666667,114.705882352941,-16.1854412362749
"06037219901","Census Tract 2199.01","Census Tract 2199.01, Los Angeles County, California","00","06","037",,"219901",,,4651,1145,311,597,3,78,0,47,109,3506,5234,1055,115,840,6,30,2,16,46,4179,-583,90,196,-243,-3,48,-2,31,63,-673,-11.1387084447841,8.53080568720379,170.434782608696,-28.9285714285714,-50,160,-100,193.75,136.95652173913,-16.1043311797081
"06037219902","Census Tract 2199.02","Census Tract 2199.02, Los Angeles County, California","00","06","037",,"219902",,,3878,1232,310,651,4,122,0,32,113,2646,4113,1142,143,848,5,66,4,14,62,2971,-235,90,167,-197,-1,56,-4,18,51,-325,-5.71359105275954,7.88091068301226,116.783216783217,-23.2311320754717,-20,84.8484848484848,-100,128.571428571429,82.2580645161291,-10.9390777515988
"06037220000","Census Tract 2200","Census Tract 2200, Los Angeles County, California","00","06","037",,"220000",,,5420,2868,562,1831,10,228,3,48,186,2552,5345,2700,133,2294,12,129,0,38,94,2645,75,168,429,-463,-2,99,3,10,92,-93,1.40318054256314,6.22222222222222,322.556390977444,-20.1830863121186,-16.6666666666667,76.7441860465116,,26.3157894736842,97.8723404255319,-3.51606805293006
"06037220100","Census Tract 2201","Census Tract 2201, Los Angeles County, California","00","06","037",,"220100",,,2437,1620,260,1077,5,136,0,23,119,817,2334,1665,105,1361,1,141,2,7,48,669,103,-45,155,-284,4,-5,-2,16,71,148,4.41302485004284,-2.7027027027027,147.619047619048,-20.8670095518001,400,-3.54609929078014,-100,228.571428571429,147.916666666667,22.1225710014948
"06037221110","Census Tract 2211.10","Census Tract 2211.10, Los Angeles County, California","00","06","037",,"221110",,,3289,451,102,87,3,217,0,15,27,2838,3565,405,87,43,6,252,1,10,6,3160,-276,46,15,44,-3,-35,-1,5,21,-322,-7.74193548387097,11.358024691358,17.2413793103448,102.325581395349,-50,-13.8888888888889,-100,50,350,-10.1898734177215
