Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_PLACE,Geo_CSA,SE_T004_019,SE_T004_001,SE_T004_003,SE_T004_005,SE_T004_007,SE_T004_009,SE_T004_011,SE_T004_013,SE_T004_015,SE_T004_017,SE_T005_019,SE_T005_001,SE_T005_003,SE_T005_005,SE_T005_007,SE_T005_009,SE_T005_011,SE_T005_013,SE_T005_015,SE_T005_017,SE_T006_019,SE_T006_001,SE_T006_003,SE_T006_005,SE_T006_007,SE_T006_009,SE_T006_011,SE_T006_013,SE_T006_015,SE_T006_017,SE_T017_020,SE_T017_002,SE_T017_004,SE_T017_006,SE_T017_008,SE_T017_010,SE_T017_012,SE_T017_014,SE_T017_016,SE_T017_018
"06037208720","Census Tract 2087.20","Census Tract 2087.20, Los Angeles County, California","00","06","037",,"208720",,,3810,910,377,208,2,238,6,24,55,2900,4179,769,209,124,6,391,2,14,23,3410,-369,141,168,84,-4,-153,4,10,32,-510,-8.82986360373295,18.3355006501951,80.3827751196172,67.741935483871,-66.6666666666667,-39.1304347826087,200,71.4285714285714,139.130434782609,-14.9560117302053
"06037208801","Census Tract 2088.01","Census Tract 2088.01, Los Angeles County, California","00","06","037",,"208801",,,3566,1645,369,409,12,722,6,41,86,1921,2995,1202,205,174,4,778,14,9,18,1793,571,443,164,235,8,-56,-8,32,68,128,19.0651085141903,36.8552412645591,80,135.057471264368,200,-7.19794344473008,-57.1428571428571,355.555555555556,377.777777777778,7.13887339654211
"06037208802","Census Tract 2088.02","Census Tract 2088.02, Los Angeles County, California","00","06","037",,"208802",,,2942,1279,392,242,9,525,2,17,92,1663,2906,1169,400,163,6,526,32,12,30,1737,36,110,-8,79,3,-1,-30,5,62,-74,1.2388162422574,9.40975192472198,-2,48.4662576687117,50,-0.190114068441065,-93.75,41.6666666666667,206.666666666667,-4.26021876799079
"06037208902","Census Tract 2089.02","Census Tract 2089.02, Los Angeles County, California","00","06","037",,"208902",,,2570,296,65,44,3,152,0,9,23,2274,2339,204,67,16,6,97,3,12,3,2135,231,92,-2,28,-3,55,-3,-3,20,139,9.87601539119282,45.0980392156863,-2.98507462686567,175,-50,56.701030927835,-100,-25,666.666666666667,6.51053864168618
"06037208903","Census Tract 2089.03","Census Tract 2089.03, Los Angeles County, California","00","06","037",,"208903",,,3888,587,109,134,21,255,1,14,53,3301,4019,693,212,279,3,140,4,17,38,3326,-131,-106,-103,-145,18,115,-3,-3,15,-25,-3.25951729285892,-15.2958152958153,-48.5849056603774,-51.9713261648746,600,82.1428571428571,-75,-17.6470588235294,39.4736842105263,-0.751653638003608
"06037208904","Census Tract 2089.04","Census Tract 2089.04, Los Angeles County, California","00","06","037",,"208904",,,3882,695,146,132,17,337,2,42,19,3187,3926,539,175,78,18,248,5,6,9,3387,-44,156,-29,54,-1,89,-3,36,10,-200,-1.1207335710647,28.9424860853432,-16.5714285714286,69.2307692307692,-5.55555555555556,35.8870967741936,-60,600,111.111111111111,-5.90493061706525
"06037209103","Census Tract 2091.03","Census Tract 2091.03, Los Angeles County, California","00","06","037",,"209103",,,3079,328,90,122,13,53,0,22,28,2751,3216,200,37,102,5,42,0,9,5,3016,-137,128,53,20,8,11,0,13,23,-265,-4.25995024875622,64,143.243243243243,19.6078431372549,160,26.1904761904762,,144.444444444444,460,-8.78647214854111
"06037209104","Census Tract 2091.04","Census Tract 2091.04, Los Angeles County, California","00","06","037",,"209104",,,2380,554,149,174,4,155,0,10,62,1826,2434,375,113,115,2,123,1,5,16,2059,-54,179,36,59,2,32,-1,5,46,-233,-2.21857025472473,47.7333333333333,31.858407079646,51.304347826087,100,26.0162601626016,-100,100,287.5,-11.3161728994658
"06037209105","Census Tract 2091.05","Census Tract 2091.05, Los Angeles County, California","00","06","037",,"209105",,,2665,331,51,131,3,93,5,13,35,2334,2898,247,30,82,5,119,0,5,6,2651,-233,84,21,49,-2,-26,5,8,29,-317,-8.040027605245,34.0080971659919,70,59.7560975609756,-40,-21.8487394957983,,160,483.333333333333,-11.9577517917767
"06037209106","Census Tract 2091.06","Census Tract 2091.06, Los Angeles County, California","00","06","037",,"209106",,,2632,1429,292,278,7,761,1,17,73,1203,2369,994,132,226,5,589,6,11,25,1375,263,435,160,52,2,172,-5,6,48,-172,11.101730688054,43.7625754527163,121.212121212121,23.0088495575221,40,29.2020373514431,-83.3333333333333,54.5454545454545,192,-12.5090909090909
"06037209201","Census Tract 2092.01","Census Tract 2092.01, Los Angeles County, California","00","06","037",,"209201",,,2852,2351,881,338,3,959,1,28,141,501,1345,1063,432,96,1,476,3,8,47,282,1507,1288,449,242,2,483,-2,20,94,219,112.044609665428,121.166509877705,103.935185185185,252.083333333333,200,101.470588235294,-66.6666666666667,250,200,77.6595744680851
"06037209202","Census Tract 2092.02","Census Tract 2092.02, Los Angeles County, California","00","06","037",,"209202",,,1234,421,100,87,6,192,0,14,22,813,1440,372,112,63,7,166,0,3,21,1068,-206,49,-12,24,-1,26,0,11,1,-255,-14.3055555555556,13.1720430107527,-10.7142857142857,38.0952380952381,-14.2857142857143,15.6626506024096,,366.666666666667,4.76190476190476,-23.876404494382
"06037209300","Census Tract 2093","Census Tract 2093, Los Angeles County, California","00","06","037",,"209300",,,4712,1840,582,355,17,739,1,33,113,2872,5021,1637,710,321,19,494,6,9,78,3384,-309,203,-128,34,-2,245,-5,24,35,-512,-6.15415255925114,12.400733048259,-18.0281690140845,10.5919003115265,-10.5263157894737,49.5951417004049,-83.3333333333333,266.666666666667,44.8717948717949,-15.1300236406619
"06037209401","Census Tract 2094.01","Census Tract 2094.01, Los Angeles County, California","00","06","037",,"209401",,,4163,1350,293,346,8,619,2,17,65,2813,3914,1052,187,177,6,638,0,5,39,2862,249,298,106,169,2,-19,2,12,26,-49,6.36177823198775,28.3269961977186,56.6844919786096,95.4802259887006,33.3333333333333,-2.97805642633229,,240,66.6666666666667,-1.7120894479385
"06037209402","Census Tract 2094.02","Census Tract 2094.02, Los Angeles County, California","00","06","037",,"209402",,,4056,576,181,168,4,165,1,24,33,3480,3728,517,176,123,7,191,1,7,12,3211,328,59,5,45,-3,-26,0,17,21,269,8.79828326180258,11.4119922630561,2.84090909090909,36.5853658536585,-42.8571428571429,-13.6125654450262,0,242.857142857143,175,8.37745250700716
"06037209403","Census Tract 2094.03","Census Tract 2094.03, Los Angeles County, California","00","06","037",,"209403",,,3850,1256,222,285,18,647,0,30,54,2594,3600,1059,174,183,3,672,1,9,17,2541,250,197,48,102,15,-25,-1,21,37,53,6.94444444444444,18.6024551463645,27.5862068965517,55.7377049180328,500,-3.7202380952381,-100,233.333333333333,217.647058823529,2.0857929948839
"06037209510","Census Tract 2095.10","Census Tract 2095.10, Los Angeles County, California","00","06","037",,"209510",,,2813,1012,166,150,2,618,2,28,46,1801,2692,789,86,98,6,571,1,6,21,1903,121,223,80,52,-4,47,1,22,25,-102,4.49479940564636,28.2636248415716,93.0232558139535,53.0612244897959,-66.6666666666667,8.23117338003503,100,366.666666666667,119.047619047619,-5.35995796111403
"06037209520","Census Tract 2095.20","Census Tract 2095.20, Los Angeles County, California","00","06","037",,"209520",,,2648,504,121,107,5,223,0,17,31,2144,2791,451,48,71,7,311,2,3,9,2340,-143,53,73,36,-2,-88,-2,14,22,-196,-5.12361160874239,11.7516629711752,152.083333333333,50.7042253521127,-28.5714285714286,-28.2958199356913,-100,466.666666666667,244.444444444444,-8.37606837606837
"06037209810","Census Tract 2098.10","Census Tract 2098.10, Los Angeles County, California","00","06","037",,"209810",,,2385,666,217,135,1,262,2,16,33,1719,2472,694,183,210,2,278,0,2,19,1778,-87,-28,34,-75,-1,-16,2,14,14,-59,-3.51941747572816,-4.03458213256484,18.5792349726776,-35.7142857142857,-50,-5.75539568345324,,700,73.6842105263158,-3.31833520809899
"06037209820","Census Tract 2098.20","Census Tract 2098.20, Los Angeles County, California","00","06","037",,"209820",,,2732,449,109,102,4,186,2,17,29,2283,2968,409,59,113,3,190,6,29,9,2559,-236,40,50,-11,1,-4,-4,-12,20,-276,-7.95148247978437,9.7799511002445,84.7457627118644,-9.73451327433628,33.3333333333333,-2.10526315789474,-66.6666666666667,-41.3793103448276,222.222222222222,-10.7854630715123
"06037210010","Census Tract 2100.10","Census Tract 2100.10, Los Angeles County, California","00","06","037",,"210010",,,3190,746,130,106,4,463,0,13,30,2444,3520,670,87,104,0,455,0,10,14,2850,-330,76,43,2,4,8,0,3,16,-406,-9.375,11.3432835820896,49.4252873563218,1.92307692307692,,1.75824175824176,,30,114.285714285714,-14.2456140350877
"06037211000","Census Tract 2110","Census Tract 2110, Los Angeles County, California","00","06","037",,"211000",,,5268,4825,2929,256,4,1261,0,35,340,443,4431,4132,2722,201,2,1052,2,22,131,299,837,693,207,55,2,209,-2,13,209,144,18.8896411645227,16.7715392061955,7.60470242468773,27.363184079602,100,19.8669201520913,-100,59.0909090909091,159.541984732824,48.1605351170569
"06037211121","Census Tract 2111.21","Census Tract 2111.21, Los Angeles County, California","00","06","037",,"211121",,,2431,1313,339,190,2,680,1,17,84,1118,2351,1289,205,113,2,907,3,17,42,1062,80,24,134,77,0,-227,-2,0,42,56,3.40280731603573,1.86190845616757,65.3658536585366,68.141592920354,0,-25.0275633958104,-66.6666666666667,0,100,5.27306967984934
"06037211122","Census Tract 2111.22","Census Tract 2111.22, Los Angeles County, California","00","06","037",,"211122",,,2877,1777,551,230,4,866,3,30,93,1100,3075,1630,310,213,16,1042,4,5,40,1445,-198,147,241,17,-12,-176,-1,25,53,-345,-6.4390243902439,9.01840490797546,77.741935483871,7.981220657277,-75,-16.8905950095969,-25,500,132.5,-23.8754325259516
"06037211123","Census Tract 2111.23","Census Tract 2111.23, Los Angeles County, California","00","06","037",,"211123",,,2097,1882,339,122,0,1331,0,20,70,215,1188,1084,115,48,0,897,1,1,22,104,909,798,224,74,0,434,-1,19,48,111,76.5151515151515,73.6162361623616,194.782608695652,154.166666666667,,48.3835005574136,-100,1900,218.181818181818,106.730769230769
"06037211124","Census Tract 2111.24","Census Tract 2111.24, Los Angeles County, California","00","06","037",,"211124",,,4070,2847,332,187,5,2185,3,26,109,1223,4006,2677,201,157,4,2255,1,7,52,1329,64,170,131,30,1,-70,2,19,57,-106,1.59760359460809,6.35039223010833,65.1741293532338,19.1082802547771,25,-3.10421286031042,200,271.428571428571,109.615384615385,-7.97592174567344
"06037211201","Census Tract 2112.01","Census Tract 2112.01, Los Angeles County, California","00","06","037",,"211201",,,2538,861,308,70,7,420,1,17,38,1677,2645,689,198,87,5,361,1,6,31,1956,-107,172,110,-17,2,59,0,11,7,-279,-4.04536862003781,24.9637155297533,55.5555555555556,-19.5402298850575,40,16.3434903047091,0,183.333333333333,22.5806451612903,-14.2638036809816
"06037211202","Census Tract 2112.02","Census Tract 2112.02, Los Angeles County, California","00","06","037",,"211202",,,2693,1113,341,85,5,586,0,17,79,1580,2645,805,206,76,3,466,1,26,27,1840,48,308,135,9,2,120,-1,-9,52,-260,1.81474480151229,38.2608695652174,65.5339805825243,11.8421052631579,66.6666666666667,25.7510729613734,-100,-34.6153846153846,192.592592592593,-14.1304347826087
"06037211310","Census Tract 2113.10","Census Tract 2113.10, Los Angeles County, California","00","06","037",,"211310",,,3603,1127,260,98,6,678,4,13,68,2476,3846,971,252,111,2,550,0,24,32,2875,-243,156,8,-13,4,128,4,-11,36,-399,-6.3182527301092,16.0659114315139,3.17460317460317,-11.7117117117117,200,23.2727272727273,,-45.8333333333333,112.5,-13.8782608695652
"06037211320","Census Tract 2113.20","Census Tract 2113.20, Los Angeles County, California","00","06","037",,"211320",,,2899,1353,377,163,1,694,1,39,78,1546,3184,1254,269,146,4,790,4,10,31,1930,-285,99,108,17,-3,-96,-3,29,47,-384,-8.95100502512563,7.89473684210526,40.1486988847584,11.6438356164384,-75,-12.1518987341772,-75,290,151.612903225806,-19.8963730569948
"06037211410","Census Tract 2114.10","Census Tract 2114.10, Los Angeles County, California","00","06","037",,"211410",,,2956,1836,212,95,0,1468,0,21,40,1120,3095,1981,203,104,1,1642,2,2,27,1114,-139,-145,9,-9,-1,-174,-2,19,13,6,-4.49111470113086,-7.31953558808682,4.43349753694581,-8.65384615384615,-100,-10.5968331303289,-100,950,48.1481481481481,0.538599640933573
"06037211420","Census Tract 2114.20","Census Tract 2114.20, Los Angeles County, California","00","06","037",,"211420",,,3479,1878,455,133,0,1197,2,17,74,1601,3859,1854,357,143,5,1304,0,15,30,2005,-380,24,98,-10,-5,-107,2,2,44,-404,-9.84711065042758,1.29449838187702,27.4509803921569,-6.99300699300699,-100,-8.20552147239264,,13.3333333333333,146.666666666667,-20.1496259351621
"06037211500","Census Tract 2115","Census Tract 2115, Los Angeles County, California","00","06","037",,"211500",,,4230,3253,1585,143,5,1351,1,14,154,977,4355,3405,1574,163,6,1561,5,11,85,950,-125,-152,11,-20,-1,-210,-4,3,69,27,-2.87026406429392,-4.4640234948605,0.698856416772554,-12.2699386503067,-16.6666666666667,-13.4529147982063,-80,27.2727272727273,81.1764705882353,2.84210526315789
"06037211701","Census Tract 2117.01","Census Tract 2117.01, Los Angeles County, California","00","06","037",,"211701",,,2733,2442,925,118,0,1310,2,14,73,291,2827,2537,830,123,1,1537,1,4,41,290,-94,-95,95,-5,-1,-227,1,10,32,1,-3.32507958967103,-3.74458021284982,11.4457831325301,-4.0650406504065,-100,-14.7690305790501,100,250,78.0487804878049,0.344827586206897
"06037211703","Census Tract 2117.03","Census Tract 2117.03, Los Angeles County, California","00","06","037",,"211703",,,4716,2942,434,200,3,2155,0,23,127,1774,4750,2918,381,238,6,2199,1,26,67,1832,-34,24,53,-38,-3,-44,-1,-3,60,-58,-0.715789473684211,0.822481151473612,13.9107611548556,-15.9663865546218,-50,-2.00090950432015,-100,-11.5384615384615,89.5522388059701,-3.16593886462882
"06037211704","Census Tract 2117.04","Census Tract 2117.04, Los Angeles County, California","00","06","037",,"211704",,,2941,2263,449,163,10,1542,0,9,90,678,3016,2400,428,168,1,1740,3,6,54,616,-75,-137,21,-5,9,-198,-3,3,36,62,-2.4867374005305,-5.70833333333333,4.90654205607477,-2.97619047619048,900,-11.3793103448276,-100,50,66.6666666666667,10.0649350649351
"06037211802","Census Tract 2118.02","Census Tract 2118.02, Los Angeles County, California","00","06","037",,"211802",,,4893,3330,624,267,8,2294,1,28,108,1563,4192,2698,415,271,5,1898,7,10,92,1494,701,632,209,-4,3,396,-6,18,16,69,16.7223282442748,23.4247590808006,50.3614457831325,-1.4760147601476,60,20.8640674394099,-85.7142857142857,180,17.3913043478261,4.61847389558233
"06037211803","Census Tract 2118.03","Census Tract 2118.03, Los Angeles County, California","00","06","037",,"211803",,,3602,2888,280,193,0,2331,0,24,60,714,3529,2940,188,243,1,2450,2,9,47,589,73,-52,92,-50,-1,-119,-2,15,13,125,2.06857466704449,-1.7687074829932,48.936170212766,-20.5761316872428,-100,-4.85714285714286,-100,166.666666666667,27.6595744680851,21.2224108658744
"06037211804","Census Tract 2118.04","Census Tract 2118.04, Los Angeles County, California","00","06","037",,"211804",,,3247,2261,218,115,7,1842,2,23,54,986,3221,2467,193,130,0,2084,1,4,55,754,26,-206,25,-15,7,-242,1,19,-1,232,0.807202732070786,-8.35022294284556,12.9533678756477,-11.5384615384615,,-11.6122840690979,100,475,-1.81818181818182,30.7692307692308
"06037211910","Census Tract 2119.10","Census Tract 2119.10, Los Angeles County, California","00","06","037",,"211910",,,4223,2003,467,300,11,1120,4,30,71,2220,4657,1798,345,275,11,1080,4,36,47,2859,-434,205,122,25,0,40,0,-6,24,-639,-9.31930427313721,11.4015572858732,35.3623188405797,9.09090909090909,0,3.7037037037037,0,-16.6666666666667,51.063829787234,-22.3504721930745
"06037211921","Census Tract 2119.21","Census Tract 2119.21, Los Angeles County, California","00","06","037",,"211921",,,2447,1374,169,92,0,1032,0,24,57,1073,2474,1380,115,105,1,1129,0,4,26,1094,-27,-6,54,-13,-1,-97,0,20,31,-21,-1.09135004042037,-0.434782608695652,46.9565217391304,-12.3809523809524,-100,-8.59167404782994,,500,119.230769230769,-1.91956124314442
"06037211922","Census Tract 2119.22","Census Tract 2119.22, Los Angeles County, California","00","06","037",,"211922",,,3182,1715,316,241,12,1041,0,19,86,1467,3389,1586,181,191,7,1159,1,9,38,1803,-207,129,135,50,5,-118,-1,10,48,-336,-6.10799645913249,8.13366960907945,74.585635359116,26.1780104712042,71.4285714285714,-10.1811906816221,-100,111.111111111111,126.315789473684,-18.6356073211314
"06037212101","Census Tract 2121.01","Census Tract 2121.01, Los Angeles County, California","00","06","037",,"212101",,,3146,2406,396,178,0,1675,3,18,136,740,2507,1767,232,164,5,1316,0,4,46,740,639,639,164,14,-5,359,3,14,90,0,25.4886318308736,36.1629881154499,70.6896551724138,8.53658536585366,-100,27.2796352583587,,350,195.652173913043,0
"06037212102","Census Tract 2121.02","Census Tract 2121.02, Los Angeles County, California","00","06","037",,"212102",,,2579,1858,367,200,1,1178,0,23,89,721,2446,1733,324,203,3,1132,0,16,55,713,133,125,43,-3,-2,46,0,7,34,8,5.43744889615699,7.21292556260819,13.2716049382716,-1.47783251231527,-66.6666666666667,4.06360424028269,,43.75,61.8181818181818,1.12201963534362
"06037212202","Census Tract 2122.02","Census Tract 2122.02, Los Angeles County, California","00","06","037",,"212202",,,3364,980,166,151,4,608,1,18,32,2384,3612,743,83,73,8,557,0,8,14,2869,-248,237,83,78,-4,51,1,10,18,-485,-6.86600221483942,31.8977119784657,100,106.849315068493,-50,9.15619389587074,,125,128.571428571429,-16.9048448936912
"06037212203","Census Tract 2122.03","Census Tract 2122.03, Los Angeles County, California","00","06","037",,"212203",,,3216,1513,305,162,11,960,2,9,64,1703,2679,601,54,69,2,460,0,0,16,2078,537,912,251,93,9,500,2,9,48,-375,20.0447928331467,151.747088186356,464.814814814815,134.782608695652,450,108.695652173913,,,300,-18.046198267565
"06037212204","Census Tract 2122.04","Census Tract 2122.04, Los Angeles County, California","00","06","037",,"212204",,,3227,939,178,199,3,482,8,14,55,2288,3344,825,150,134,0,515,2,5,19,2519,-117,114,28,65,3,-33,6,9,36,-231,-3.4988038277512,13.8181818181818,18.6666666666667,48.5074626865672,,-6.40776699029126,300,180,189.473684210526,-9.1703056768559
"06037212303","Census Tract 2123.03","Census Tract 2123.03, Los Angeles County, California","00","06","037",,"212303",,,3486,1625,455,214,9,823,5,17,102,1861,3326,1016,219,170,7,565,2,5,48,2310,160,609,236,44,2,258,3,12,54,-449,4.81058328322309,59.9409448818898,107.762557077626,25.8823529411765,28.5714285714286,45.6637168141593,150,240,112.5,-19.4372294372294
"06037212304","Census Tract 2123.04","Census Tract 2123.04, Los Angeles County, California","00","06","037",,"212304",,,1738,723,245,109,12,279,3,19,56,1015,1804,579,181,84,5,286,0,6,17,1225,-66,144,64,25,7,-7,3,13,39,-210,-3.65853658536585,24.8704663212435,35.3591160220994,29.7619047619048,140,-2.44755244755245,,216.666666666667,229.411764705882,-17.1428571428571
"06037212305","Census Tract 2123.05","Census Tract 2123.05, Los Angeles County, California","00","06","037",,"212305",,,2533,833,190,136,5,450,0,7,45,1700,2865,731,99,103,4,493,0,9,23,2134,-332,102,91,33,1,-43,0,-2,22,-434,-11.5881326352531,13.953488372093,91.9191919191919,32.0388349514563,25,-8.72210953346856,,-22.2222222222222,95.6521739130435,-20.3373945641987
"06037212306","Census Tract 2123.06","Census Tract 2123.06, Los Angeles County, California","00","06","037",,"212306",,,2793,1643,186,82,8,1311,1,12,43,1150,3052,1571,118,43,1,1384,1,5,19,1481,-259,72,68,39,7,-73,0,7,24,-331,-8.48623853211009,4.5830681094844,57.6271186440678,90.6976744186046,700,-5.27456647398844,0,140,126.315789473684,-22.3497636731938
"06037212410","Census Tract 2124.10","Census Tract 2124.10, Los Angeles County, California","00","06","037",,"212410",,,3560,2006,360,136,3,1434,3,13,57,1554,3903,2036,250,129,2,1607,2,9,37,1867,-343,-30,110,7,1,-173,1,4,20,-313,-8.78811170894184,-1.47347740667976,44,5.42635658914729,50,-10.7654013690106,50,44.4444444444444,54.0540540540541,-16.7648634172469
"06037212420","Census Tract 2124.20","Census Tract 2124.20, Los Angeles County, California","00","06","037",,"212420",,,2875,1406,250,137,4,918,0,10,87,1469,3228,1437,173,132,1,1088,0,9,34,1791,-353,-31,77,5,3,-170,0,1,53,-322,-10.9355638166047,-2.15727209464161,44.5086705202312,3.78787878787879,300,-15.625,,11.1111111111111,155.882352941176,-17.9787828029034
"06037212501","Census Tract 2125.01","Census Tract 2125.01, Los Angeles County, California","00","06","037",,"212501",,,1944,1086,344,133,9,521,2,7,70,858,2165,995,283,129,0,536,0,2,45,1170,-221,91,61,4,9,-15,2,5,25,-312,-10.2078521939954,9.14572864321608,21.5547703180212,3.10077519379845,,-2.79850746268657,,250,55.5555555555556,-26.6666666666667
"06037212502","Census Tract 2125.02","Census Tract 2125.02, Los Angeles County, California","00","06","037",,"212502",,,3363,2377,518,170,2,1550,5,22,110,986,2767,1791,243,139,3,1356,2,2,46,976,596,586,275,31,-1,194,3,20,64,10,21.539573545356,32.7191513121161,113.168724279835,22.3021582733813,-33.3333333333333,14.306784660767,150,1000,139.130434782609,1.02459016393443
"06037212610","Census Tract 2126.10","Census Tract 2126.10, Los Angeles County, California","00","06","037",,"212610",,,4049,2824,512,165,4,2021,4,8,110,1225,4074,2729,330,204,1,2121,0,12,61,1345,-25,95,182,-39,3,-100,4,-4,49,-120,-0.613647520864016,3.48112861854159,55.1515151515151,-19.1176470588235,300,-4.71475719000471,,-33.3333333333333,80.327868852459,-8.92193308550186
"06037212620","Census Tract 2126.20","Census Tract 2126.20, Los Angeles County, California","00","06","037",,"212620",,,4111,2486,339,219,9,1816,0,21,82,1625,4341,2497,248,180,6,2011,0,12,40,1844,-230,-11,91,39,3,-195,0,9,42,-219,-5.29831835982493,-0.440528634361234,36.6935483870968,21.6666666666667,50,-9.69666832421681,,75,105,-11.8763557483731
"06037212701","Census Tract 2127.01","Census Tract 2127.01, Los Angeles County, California","00","06","037",,"212701",,,2487,1810,237,158,4,1333,2,8,68,677,2430,1712,194,132,0,1346,1,3,36,718,57,98,43,26,4,-13,1,5,32,-41,2.34567901234568,5.72429906542056,22.1649484536082,19.6969696969697,,-0.965824665676077,100,166.666666666667,88.8888888888889,-5.71030640668524
"06037212702","Census Tract 2127.02","Census Tract 2127.02, Los Angeles County, California","00","06","037",,"212702",,,3687,3105,878,280,10,1760,1,15,161,582,3635,3042,840,321,0,1798,2,3,78,593,52,63,38,-41,10,-37.9999999999998,-1,12,83,-11,1.43053645116919,2.07100591715976,4.52380952380952,-12.7725856697819,,-2.11345939933258,-50,400,106.410256410256,-1.85497470489039
"06037212800","Census Tract 2128","Census Tract 2128, Los Angeles County, California","00","06","037",,"212800",,,4121,2115,553,315,8,1059,2,23,155,2006,4273,2002,344,377,3,1200,0,17,61,2271,-152,113,209,-62,5,-141,2,6,94,-265,-3.55721975193073,5.64435564435564,60.7558139534884,-16.4456233421751,166.666666666667,-11.75,,35.2941176470588,154.098360655738,-11.6688683399384
"06037212900","Census Tract 2129","Census Tract 2129, Los Angeles County, California","00","06","037",,"212900",,,3721,1798,361,348,1,965,5,23,95,1923,4074,1862,251,481,0,1057,0,17,56,2212,-353,-64,110,-133,1,-92,5,6,39,-289,-8.6647029945999,-3.43716433941998,43.8247011952191,-27.6507276507277,,-8.7038789025544,,35.2941176470588,69.6428571428571,-13.0650994575045
"06037213100","Census Tract 2131","Census Tract 2131, Los Angeles County, California","00","06","037",,"213100",,,2507,1742,237,232,0,1221,1,9,42,765,2721,1857,179,327,1,1297,1,11,41,864,-214,-115,58,-95,-1,-76,0,-2,1,-99,-7.86475560455715,-6.19278406031233,32.4022346368715,-29.0519877675841,-100,-5.85967617579029,0,-18.1818181818182,2.4390243902439,-11.4583333333333
"06037213201","Census Tract 2132.01","Census Tract 2132.01, Los Angeles County, California","00","06","037",,"213201",,,4330,2507,193,158,10,2038,0,26,82,1823,4198,2082,112,122,4,1801,1,8,34,2116,132,425,81,36,6,237,-1,18,48,-293,3.14435445450214,20.4130643611912,72.3214285714286,29.5081967213115,150,13.1593559133815,-100,225,141.176470588235,-13.8468809073724
"06037213202","Census Tract 2132.02","Census Tract 2132.02, Los Angeles County, California","00","06","037",,"213202",,,3679,1577,155,200,6,1150,0,12,54,2102,3873,1416,61,138,2,1189,0,2,24,2457,-194,161,94,62,4,-39,0,10,30,-355,-5.00903692228247,11.3700564971751,154.098360655738,44.9275362318841,200,-3.28006728343146,,500,125,-14.4485144485144
"06037213310","Census Tract 2133.10","Census Tract 2133.10, Los Angeles County, California","00","06","037",,"213310",,,3323,1273,129,47,1,1063,0,17,16,2050,3477,1143,52,41,0,1018,13,2,17,2334,-154,130,77,6,1,45,-13,15,-1,-284,-4.42910555076215,11.3735783027122,148.076923076923,14.6341463414634,,4.42043222003929,-100,750,-5.88235294117647,-12.1679520137104
"06037213320","Census Tract 2133.20","Census Tract 2133.20, Los Angeles County, California","00","06","037",,"213320",,,3006,1280,155,191,0,886,3,10,35,1726,2481,893,47,78,1,738,2,16,11,1588,525,387,108,113,-1,148,1,-6,24,138,21.1608222490931,43.3370660694289,229.787234042553,144.871794871795,-100,20.0542005420054,50,-37.5,218.181818181818,8.69017632241814
"06037213401","Census Tract 2134.01","Census Tract 2134.01, Los Angeles County, California","00","06","037",,"213401",,,4806,1445,151,111,5,1096,5,25,52,3361,4951,1156,80,50,4,985,1,6,30,3795,-145,289,71,61,1,111,4,19,22,-434,-2.92870127247021,25,88.75,122,25,11.2690355329949,400,316.666666666667,73.3333333333333,-11.4361001317523
"06037213402","Census Tract 2134.02","Census Tract 2134.02, Los Angeles County, California","00","06","037",,"213402",,,5119,1725,254,194,3,1180,2,32,60,3394,4645,1218,188,112,10,873,0,10,25,3427,474,507,66,82,-7,307,2,22,35,-33,10.2045209903122,41.6256157635468,35.1063829787234,73.2142857142857,-70,35.1660939289805,,220,140,-0.962941348117887
"06037214000","Census Tract 2140","Census Tract 2140, Los Angeles County, California","00","06","037",,"214000",,,3808,3637,3218,36,2,143,4,79,155,171,3898,3780,3560,29,5,131,1,12,42,118,-90,-143,-342,7,-3,12,3,67,113,53,-2.30887634684454,-3.78306878306878,-9.60674157303371,24.1379310344828,-60,9.16030534351145,300,558.333333333333,269.047619047619,44.9152542372881
"06037214100","Census Tract 2141","Census Tract 2141, Los Angeles County, California","00","06","037",,"214100",,,4111,3848,3318,82,4,172,3,83,186,263,3944,3750,3377,101,1,172,1,2,96,194,167,98,-59,-19,3,0,2,81,90,69,4.2342799188641,2.61333333333333,-1.74711282203139,-18.8118811881188,300,0,200,4050,93.75,35.5670103092784
"06037214400","Census Tract 2144","Census Tract 2144, Los Angeles County, California","00","06","037",,"214400",,,2980,2625,2145,105,9,140,4,40,182,355,2877,2612,2286,69,4,131,5,15,102,265,103,13,-141,36,5,9,-1,25,80,90,3.58011817865832,0.497702909647779,-6.16797900262467,52.1739130434783,125,6.87022900763359,-20,166.666666666667,78.4313725490196,33.9622641509434
"06037214501","Census Tract 2145.01","Census Tract 2145.01, Los Angeles County, California","00","06","037",,"214501",,,3104,2703,1626,154,4,738,0,29,152,401,2932,2700,1641,145,4,812,1,5,92,232,172,3,-15,9,0,-74,-1,24,60,169,5.86630286493861,0.111111111111111,-0.914076782449726,6.20689655172414,0,-9.11330049261084,-100,480,65.2173913043478,72.8448275862069
